FileName,QType,RobotRadius,Epsilon,StartX,StartY,EndX,EndY,PathFound,TimeElapsed,DistanceTraveled,MinimumClearnace,NumExpansions,FreeBoxesCount,StuckBoxCount,MixBelowEpsilonCount,MixAboveEpsilonCount
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,15.968,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,8.471,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,13.857,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,17.448,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,11.194,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,18.249,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,15.453,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,15.564,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,17.984,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,21.876,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,0,20,5,75,350,380,205,1,19.245,742.896,25.2861,739,668,813,516,221,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,15.666,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,12.372,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,11.583,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,15.155,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,9.433,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,11.722,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,8.269,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,9.591,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,10.566,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,8.954,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,1,20,5,75,350,380,205,1,9.058,684.252,26,334,245,333,0,425,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,6.297,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,9.526,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,7.342,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,14.092,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,37.487,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,6.924,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,6.606,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,7.226,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,8.015,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,11.173,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,2,20,5,75,350,380,205,1,6.668,622.927,23.1049,164,210,83,159,81,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,8.181,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.474,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.927,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,9.691,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,10.094,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,9.333,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.553,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.994,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.733,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,9.589,689.577,26,252,200,220,0,337,
DemoSE2_PRM.txt,3,20,5,75,350,380,205,1,7.701,689.577,26,252,200,220,0,337,
