FileName,QType,RobotRadius,Epsilon,StartX,StartY,EndX,EndY,PathFound,TimeElapsed,DistanceTraveled,MinimumClearnace,NumExpansions,FreeBoxesCount,StuckBoxCount,MixBelowEpsilonCount,MixAboveEpsilonCount
input200.txt,0,5,2,150,260,20,20,1,2259.99,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2262.18,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2260.25,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2262.33,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2359.19,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2329.22,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2266.91,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2310.25,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2342.69,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2271.22,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,0,5,2,150,260,20,20,1,2272.27,1222.12,6.04152,15590,10699,18664,15759,1649,
input200.txt,1,5,2,150,260,20,20,1,122.41,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,123.743,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,123.753,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,123.78,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,119.948,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,120.707,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,125.085,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,127.665,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,119.517,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,121.629,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,1,5,2,150,260,20,20,1,121.673,1206.37,6.04152,14069,9393,17130,11051,4634,
input200.txt,2,5,2,150,260,20,20,1,85.601,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,80.96,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,79.809,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,75.763,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,85.46,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,78.507,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,80.824,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,80.167,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,79.486,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,81.712,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,2,5,2,150,260,20,20,1,75.146,1222.32,6.04152,5715,6453,2559,6755,1411,
input200.txt,3,5,2,150,260,20,20,1,127.782,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,128.552,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,126.956,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,177.515,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,129.294,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,127.446,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,131.156,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,128.65,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,126.105,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,122.848,1207.27,6.04152,11849,7736,14474,8371,4967,
input200.txt,3,5,2,150,260,20,20,1,125.273,1207.27,6.04152,11849,7736,14474,8371,4967,
