FileName,QType,RobotRadius,Epsilon,StartX,StartY,EndX,EndY,PathFound,TimeElapsed,DistanceTraveled,MinimumClearnace,NumExpansions,FreeBoxesCount,StuckBoxCount,MixBelowEpsilonCount,MixAboveEpsilonCount
input100.txt,0,5,2,200,270,20,20,1,97.851,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,95.223,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,93.762,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,96.93,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,95.861,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,94.057,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,662.865,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,92.978,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,100.258,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,105.442,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,0,5,2,200,270,20,20,1,94.372,425.834,6.5192,3075,2692,2876,2080,1578,
input100.txt,1,5,2,200,270,20,20,1,26.18,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,30.112,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,25.488,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,29.721,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,24.238,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,25.482,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,25.44,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,24.63,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,30.454,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,26.124,492.853,10.4403,587,591,3,0,1168,
input100.txt,1,5,2,200,270,20,20,1,25.201,492.853,10.4403,587,591,3,0,1168,
input100.txt,2,5,2,200,270,20,20,1,14.083,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,14.849,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,15.022,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,15.824,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,16.209,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,16.285,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,13.671,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,13.753,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,13.902,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,13.691,430.612,6.98735,126,162,42,99,116,
input100.txt,2,5,2,200,270,20,20,1,14.347,430.612,6.98735,126,162,42,99,116,
input100.txt,3,5,2,200,270,20,20,1,29.22,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,29.803,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,33.753,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,29.021,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,30.477,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,33.018,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,33.806,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,32.251,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,28.95,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,29.484,434.114,10.4403,927,880,259,0,1643,
input100.txt,3,5,2,200,270,20,20,1,32.681,434.114,10.4403,927,880,259,0,1643,
