FileName,QType,RobotRadius,Epsilon,StartX,StartY,EndX,EndY,PathFound,TimeElapsed,DistanceTraveled,MinimumClearnace,NumExpansions,FreeBoxesCount,StuckBoxCount,MixBelowEpsilonCount,MixAboveEpsilonCount
input0.txt,0,20,10,400,400,200,200,0,17.099,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,9.468,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,10.454,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,10.449,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,6.364,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,9.28,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,20.402,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,11.53,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,9.872,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,7.498,-1,-1,211,202,209,220,-1,
input0.txt,0,20,10,400,400,200,200,0,8.987,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,13.867,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,19.702,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,11.259,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,9.681,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,10.289,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,14.801,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,10.351,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,11.469,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,8.851,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,9.088,-1,-1,211,202,209,220,-1,
input0.txt,1,20,10,400,400,200,200,0,10.286,-1,-1,211,202,209,220,-1,
input0.txt,2,20,10,400,400,200,200,0,11.782,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,5.876,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,7.624,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,6.499,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,6.586,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,6.886,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,6.138,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,5.791,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,5.494,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,5.569,-1,-1,109,169,25,122,36,
input0.txt,2,20,10,400,400,200,200,0,6.221,-1,-1,109,169,25,122,36,
input0.txt,3,20,10,400,400,200,200,0,5.818,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,9.985,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,5.389,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,6.687,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,5.338,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,6.634,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,6.713,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,5.59,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,8.959,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,6.242,-1,-1,211,202,209,220,-1,
input0.txt,3,20,10,400,400,200,200,0,5.553,-1,-1,211,202,209,220,-1,
